"Decomposers_C";"Decomposers_N";"Decomposers_P";"Fixers_C";"Fixers_N";"Fixers_P";"Non_fixers_C";"Non_fixers_N";"Non_fixers_P";"Detritus_C";"Detritus_N";"Detritus_P";"Nitrogen";"Phosphorous";"NP_threshold";"CP_threshold";"CN_threshold";"Limitation_Decompo";"NP_threshold_NF";"Limitation_NF";"CN_seston";"CP_seston";"NP_seston";"CN_total";"CP_total";"NP_total";"C_seston";"N_seston";"P_seston";"C_organic";"N_organic";"P_organic";"NP_dissoluted";"NC_detritus";"PC_detritus";"Frac_decomp";"indirect_B_on_F";"indirect_F_on_B";"indirect_O_on_F";"indirect_F_on_O";"indirect_B_on_O";"indirect_O_on_B";"Type";"Inflow";"phi_P";"phi_N";"phi_D";"gO_NP";"gF_P";"Fraction_prod_decompo";"Fraction_prod_NF";"Fraction_prod_F";"Total_production";"IN";"IP";"ID";"beta_A";"alpha_A";"Simulation_ID"
"100001";0;0;0;0;0;0;8;1;0.0625;1.2999999907181;0.109999999369182;0.00724999996944293;4;4.9375;0.810126582278481;0.17160337400511;0.146979165349965;"C";0.810126582278481;"N";8.37837837477778;133.333333258672;15.9139784925515;1.81996085946501;1.85730690314541;1.02052024552406;9.29999999071811;1.10999999936918;0.0697499999694429;8;1;0.0625;0.810126582278481;0.0846153847342869;0.00557692309323642;0;NA;NA;NA;NA;NA;NA;"A_to_I";"IN";0;0;0;8;0;0;1;0;8;5;5;1;0.002;0.02;"Alpha_vary"
"1000011";0.904259103584557;0.135638865537697;0.013563886553769;0;0;0;8.02420766441803;1.00302595805225;0.0626891223782658;1.66367689243001;0.109165506721724;0.00774945314503298;4.00968306576721;4.93748432709626;0.812090287307366;0.241025764240667;0.242164614628568;"C";0.812090287307366;"N";8.48844863210446;126.09325248961;14.8546875824527;2.01466793566942;2.10936404000305;1.04700333124732;10.5921436604326;1.24783033031168;0.0840024620770678;8.92846676800259;1.13866482358995;0.0762530089320348;0.812090287307366;0.0656170120643283;0.00465802775785021;0.10127820678296;NA;NA;NA;NA;0.0416112710940837;0.0315979127253399;"A_to_I";"IN";0.430449373126143;0.35121544913246;0.624323914792289;8.04363239705412;0;0.0507959900317302;0.94920400996827;0;8.47408177018026;5;5;2.25641025641026;0.002;0.02;"Alpha_vary"
"1000012";1.89649240580338;0.284473860870577;0.0284473860870527;0;0;0;8.00316271714538;1.00039533964317;0.0625247087276983;1.90276925441045;0.107204201627693;0.00802833511949536;4.00126508685815;4.93553440643736;0.81070554014158;0.287472400253527;0.308059412902794;"C";0.81070554014158;"N";8.47830607150702;119.215890124902;14.061286431443;2.18833370118189;2.34429292098518;1.07126848145649;11.8024243773592;1.39207340214144;0.0990004299342463;9.89965512294877;1.28486920051375;0.090972094814751;0.81070554014158;0.0563411466625302;0.00421928991173595;0.191571563074662;NA;NA;NA;NA;0.0350951509004961;0.0564787881803371;"A_to_I";"IN";1.07632006914718;0.93506738123095;1.49756378800902;8.00569389113966;0;0.118511166559932;0.881488833440068;0;9.08201396028685;5;5;3.51282051282051;0.002;0.02;"Alpha_vary"
"1000013";2.7568147415536;0.413522211233102;0.0413522211232967;0;0;0;7.94665518073597;0.993331897591996;0.0620832435994997;2.11007584133822;0.106677761641274;0.00829824729128825;3.97866207229439;4.9322065152352;0.806669805898153;0.327488635377481;0.36478322134371;"C";0.806669805898153;"N";8.46599005522063;114.679316856604;13.5458837192806;2.33304684742921;2.54038414143057;1.08886975168537;12.8135457636278;1.51353187046637;0.111733712014085;10.7034699222896;1.4068541088251;0.103435464722796;0.806669805898153;0.0505563636867282;0.0039326772662472;0.257562712052158;NA;NA;NA;NA;0.0312026424414125;0.0727766949273083;"A_to_I";"IN";1.78116872075039;1.60044031189841;2.41409159685689;7.90426389229897;0;0.183901823688349;0.816098176311651;0;9.68543261304936;5;5;4.76923076923077;0.002;0.02;"Alpha_vary"
"1000014";3.52710297751505;0.529065446627398;0.0529065446627288;0;0;0;7.86665466719482;0.983331833399353;0.0614582395874595;2.29568746446146;0.106845463381867;0.00855535724313194;3.94666186687793;4.92793281574004;0.80087574535759;0.363241600212439;0.416240697767296;"C";0.80087574535759;"N";8.45422662222596;111.368608454744;13.1731278839816;2.45951845525189;2.71032342954403;1.10197320282618;13.6894451091713;1.61924274340862;0.12292014149332;11.3937576447099;1.51239728002675;0.114364784250188;0.80087574535759;0.0465418159204574;0.00372670817590535;0.309564507820884;NA;NA;NA;NA;0.0285524600236114;0.0845181656497624;"A_to_I";"IN";2.52544834174381;2.31767529396401;3.36030732790858;7.76175649872877;0;0.245494124099486;0.754505875900514;0;10.2872048404726;5;5;6.02564102564103;0.002;0.02;"Alpha_vary"
"1000015";4.23084170386191;0.634626255579691;0.0634626255579537;0;0;0;7.76948922268242;0.971186152835302;0.0606991345522064;2.46526306117155;0.107391489476886;0.0087997734292606;3.90779568907297;4.92295439295231;0.793790755946746;0.395912550648832;0.464435562865254;"C";0.793790755946746;"N";8.44359156870702;108.795330518861;12.884958922228;2.57349138065438;2.86112233629515;1.11176682300278;14.4655939877159;1.71320389789188;0.132961533539421;12.0003309265443;1.60581240841499;0.12416176011016;0.793790755946746;0.0435618783116198;0.00356950686839836;0.352560419355056;NA;NA;NA;NA;0.0265884938565237;0.0934980765832447;"A_to_I";"IN";3.2984647686471;3.07145448921591;4.32850717463087;7.59039412267431;0;0.302921068366129;0.697078931633871;0;10.8888588913214;5;5;7.28205128205128;0.002;0.02;"Alpha_vary"
"1000016";4.8827779518626;0.732416692779524;0.0732416692779463;0;0;0;7.65895878073593;0.957369847591991;0.0598356154744995;2.62235613297894;0.108158645252137;0.00903254975146675;3.86358351229437;4.91742169791822;0.785692940251599;0.426228063996053;0.510561551306276;"C";0.785692940251599;"N";8.43412412504528;106.706850504143;12.6517998694464;2.67844493504977;2.99713377975886;1.11898278756407;15.1640928655775;1.79794518562365;0.142109834503912;12.5417367325985;1.68978654037152;0.133077284752446;0.785692940251599;0.0412448347087287;0.00344444053112114;0.389322312847731;NA;NA;NA;NA;0.0250429387265294;0.100654488709174;"A_to_I";"IN";4.09360996171318;3.85270163009516;5.31381882383711;7.39775671664839;0;0.356233516542598;0.643766483457402;0;11.4913666783616;5;5;8.53846153846154;0.002;0.02;"Alpha_vary"
"1000017";5.49289428824863;0.823934143237514;0.0823934143237285;0;0;0;7.5375417537025;0.942192719212813;0.0588870449508008;2.76937211765027;0.109060361689106;0.00925482625428974;3.815016701481;4.91143590606313;0.776761984569806;0.454673161206693;0.555407635015056;"C";0.776761984569806;"N";8.42572301912536;104.957506169387;12.4567952128436;2.7766681767699;3.1212757958491;1.12410831872611;15.7998081596014;1.87518722413943;0.150535285528819;13.0304360419511;1.76612686245033;0.141280459274529;0.776761984569806;0.0393808982888298;0.00334185001549816;0.421543398130685;NA;NA;NA;NA;0.0237703267831196;0.106532217856775;"A_to_I";"IN";4.90646869630779;4.65553420123318;6.31292533913662;7.18896191962136;0;0.405646467009301;0.594353532990699;0;12.0954306159291;5;5;9.7948717948718;0.002;0.02;"Alpha_vary"
"1000018";6.06832164887153;0.910248247331481;0.0910248247330788;0;0;0;7.40695081266092;0.925868851582615;0.0578668032239134;2.90802931298109;0.110045448592051;0.00946770159205985;3.76278032506437;4.90506871728677;0.767120817656097;0.481589797870778;0.599538780166304;"C";0.767120817656097;"N";8.41825971602806;103.456498718244;12.2895351543107;2.86976102935442;3.23561461187379;1.12748573096404;16.3833017745135;1.94616254750615;0.158359329549052;13.4752724615324;1.8361170989141;0.148891627956992;0.767120817656097;0.0378419323700837;0.00325571050807403;0.450330163356224;NA;NA;NA;NA;0.0226848249227479;0.111472173012185;"A_to_I";"IN";5.73391113323899;5.47589016013165;7.3234457527392;6.96768219665001;0;0.451432429327282;0.548567570672718;0;12.701593329889;5;5;11.0512820512821;0.002;0.02;"Alpha_vary"
"1000019";6.61436476590658;0.992154714886872;0.0992154714886311;0;0;0;7.26842068142147;0.908552585177683;0.0567845365736052;3.03960596768833;0.111082007355912;0.00967211495640686;3.70736827256859;4.89837302556149;0.756857073404208;0.507230304298917;0.64338738387028;"C";0.756857073404208;"N";8.41161216664105;102.143867698925;12.1431974840697;2.95889581259776;3.34167467281786;1.12936544051006;16.9223914150164;2.01178930742047;0.165672123018643;13.882785447328;1.90070730006456;0.156000008062236;0.756857073404208;0.0365448707946811;0.00318202920352952;0.476443635248978;NA;NA;NA;NA;0.0217323693157187;0.115699995828812;"A_to_I";"IN";6.57362885202563;6.31082885208281;8.34360098519057;6.73667805649582;0;0.493875077201796;0.506124922798204;0;13.3103069085215;5;5;12.3076923076923;0.002;0.02;"Alpha_vary"
