"Decomposers_C";"Decomposers_N";"Decomposers_P";"Fixers_C";"Fixers_N";"Fixers_P";"Non_fixers_C";"Non_fixers_N";"Non_fixers_P";"Detritus_C";"Detritus_N";"Detritus_P";"Nitrogen";"Phosphorous";"NP_threshold";"CP_threshold";"CN_threshold";"Limitation_Decompo";"NP_threshold_NF";"Limitation_NF";"indirect_B_on_F";"indirect_F_on_B";"indirect_O_on_F";"indirect_F_on_O";"indirect_B_on_O";"indirect_O_on_B";"Type";"CN_seston";"CP_seston";"NP_seston";"CN_total";"CP_total";"NP_total";"C_seston";"N_seston";"P_seston";"C_organic";"N_organic";"P_organic";"NP_dissoluted";"NC_detritus";"PC_detritus";"Frac_decomp";"Inflow";"phi_P";"phi_N";"phi_D";"gO_NP";"gF_P";"Fraction_prod_decompo";"Fraction_prod_NF";"Fraction_prod_F";"Total_production";"IN";"IP";"ID";"beta_A";"alpha_A";"Simulation_ID";"converged_";"kP";"kN";"muF";"muO";"dF";"dO";"beta_F";"beta_O";"alpha_F";"alpha_O";"eB";"aN";"aP";"aD";"m";"dB";"alpha_B";"beta_B";"IN";"IP";"ID";"lN";"lP";"lD";"beta_allo";"alpha_allo";"same_stoichio";"functional_response_phyto";"DC_";"sB";"sF";"sO"
"40001";0;0;0;9.78382941827058;1.22297867728382;0.0764361673302389;0;0;0;13.4783828900476;0.372297867932131;0.0326436167751853;1;4.90992892427941;0.203668936031851;2.38821625913081;11.4087619952271;"N";0.203668936031851;"N";NA;NA;NA;NA;NA;NA;"I_to_A";14.581930874668;213.258694075114;14.6248597602113;8.96328846002903;4.63482206545208;0.517089468460225;23.2622123083182;1.59527654521595;0.109079784105424;9.78382941827058;1.22297867728382;0.0764361673302389;0.203668936031851;0.0276218498145675;0.00242192383474202;0;"IN";0;0;0;0;11.5290976922358;0;0;1;11.5290976922358;1;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400011";0;0;0;9.78382941827058;1.22297867728382;0.0764361673302389;0;0;0;13.4783829061282;0.372297867750555;0.032643616750055;1.09090909090909;4.90992892427941;0.222184293852929;2.38821626288276;10.4580318454028;"N";0.222184293852929;"N";NA;NA;NA;NA;NA;NA;"I_to_A";14.5819308864078;213.258694271666;14.624859761916;8.65994219205494;4.63482206867923;0.535202425823517;23.2622123243988;1.59527654503438;0.109079784080294;9.78382941827058;1.22297867728382;0.0764361673302389;0.222184293852929;0.0276218497681412;0.00242192382998801;0;"IN";0;0;0;0;11.5290976922358;0;0;1;11.5290976922358;1.09090909090909;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.09090909090909;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400012";0;0;0;9.78382941827058;1.22297867728382;0.0764361673302389;0;0;0;13.4783828747885;0.372297867589442;0.0326436167466382;1.18181818181818;4.90992892427941;0.240699651674006;2.3882162563086;9.65356783072513;"N";0.240699651674006;"N";NA;NA;NA;NA;NA;NA;"I_to_A";14.5819308682352;213.258693991036;14.6248597608971;8.37645618259951;4.63482206243818;0.553315383188673;23.262212293059;1.59527654487326;0.109079784076877;9.78382941827058;1.22297867728382;0.0764361673302389;0.240699651674006;0.0276218498204136;0.00242192383536593;0;"IN";0;0;0;0;11.5290976922358;0;0;1;11.5290976922358;1.18181818181818;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.18181818181818;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400013";0.244004884141555;0.0366007326212321;0.00366007326212298;9.78363430092803;1.222954287616;0.0764346429760002;0;0;0;13.4143853067591;0.372012860754623;0.0326411041236473;1.27239933982773;4.90984762538659;0.259152510812908;2.37476786996873;8.91570393595593;"N";0.259152510812908;"N";-0.0331333966967296;0.037457521885039;NA;NA;NA;NA;"I_to_A";14.3677898817044;207.937676034139;14.4724886531729;8.0724136015601;4.66732404648698;0.578181975906803;23.4420244918287;1.63156788099186;0.112735820361771;10.0276391850696;1.25955502023724;0.0800947162381232;0.259152510812908;0.0277323822335099;0.00243329108097114;0.0243332333401924;"IN";0.127641544617347;0.124188661398582;0.152356769110887;0;11.5286768736149;0.0106573495613959;0;0.989342650438604;11.6528655350135;1.27272727272727;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.27272727272727;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400014";0.68059699273052;0.102089548909585;0.0102089548909576;9.78244506779446;1.22280563347431;0.0764253520921442;0;0;0;13.2849346778811;0.371035664565315;0.0325951952693912;1.35917799088877;4.90935211157953;0.276854859866929;2.34829738428755;8.25262753682731;"N";0.276854859866929;"N";-0.0288084658352956;0.0390891836087931;NA;NA;NA;NA;"I_to_A";14.002915732753;199.17869562279;14.2240872846867;7.77320154499372;4.7225994449574;0.607548822402393;23.7479767384061;1.69593084694921;0.119229502252493;10.463042060525;1.32489518238389;0.0866343069831018;0.276854859866929;0.027929054493815;0.00245354576892733;0.0650477164091962;"IN";0.380307638876495;0.370020981273762;0.454679424009639;0;11.526112163997;0.0311043073203045;0;0.968895692679696;11.8961331452708;1.36363636363636;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.36363636363636;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400015";1.09805985383549;0.164708978075343;0.0164708978075325;9.7803039018645;1.22253798773306;0.0764086242333164;0;0;0;13.1432286631733;0.369532389372514;0.0325007407658043;1.44190224544102;4.9084599591091;0.293758583639894;2.3201028285746;7.68440954527175;"N";0.293758583639894;"N";-0.0269710769056778;0.040621116838896;NA;NA;NA;NA;"I_to_A";13.6736536367138;191.589903236338;14.0116100880249;7.50984168421221;4.77202123227727;0.635435663352184;24.0215924188733;1.75677935518092;0.125380262806653;10.8783637557;1.38724696580841;0.0928795220408489;0.293758583639894;0.0281158000703378;0.00247281254847751;0.10093979926532;"IN";0.650920558286751;0.633317987549612;0.779409457396969;0;11.5214952216529;0.0521042961869724;0;0.947895703813028;12.1548132092025;1.45454545454545;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.45454545454545;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400016";1.49877151869804;0.224815727804701;0.0224815727804692;9.77732954512372;1.22216619314046;0.0763853870712791;0;0;0;12.9907242856029;0.367557751218072;0.0323626862815339;1.52107754701088;4.90722064379786;0.309967221248415;2.29039167538667;7.18937836001713;"N";0.309967221248415;"N";-0.0256298833606194;0.04206939739861;NA;NA;NA;NA;"I_to_A";13.3735435613235;184.91877456393;13.8272084519707;7.27506298082757;4.81632723417348;0.662032376471001;24.2668253494246;1.81453967216324;0.131229646133282;11.2761010638218;1.44698192094517;0.0988669598517482;0.309967221248415;0.0282938613072885;0.00249121492920916;0.132915757868356;"IN";0.93723699942082;0.911899082076397;1.1238945198715;0;11.515083212411;0.0733805730519882;0;0.926619426948012;12.4269822944874;1.54545454545455;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.54545454545455;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400017";1.88465433431482;0.282698150147258;0.0282698150147226;9.77361797266408;1.22170224658301;0.0763563904114382;0;0;0;12.8286021628646;0.365156428995232;0.0321850725434443;1.59711242048647;4.90567415525537;0.325564309805515;2.25933076860466;6.75219183389542;"N";0.325564309805515;"N";-0.0245261723508027;0.0434467330336439;NA;NA;NA;NA;"I_to_A";13.0976893202169;178.982864813847;13.6652244863969;7.06351622572599;4.85611208879243;0.68749216871705;24.4868744698435;1.8695568257255;0.136811277969605;11.6582723069789;1.50440039673027;0.104626205426161;0.325564309805515;0.0284642414161273;0.00250885265088441;0.161658115773005;"IN";1.23744367869205;1.20400193826314;1.4859848068076;0;11.507084422041;0.0947206166439995;0;0.905279383356;12.7110863603042;1.63636363636364;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.63636363636364;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400018";2.25728858967243;0.338593288450887;0.0338593288450862;9.76924807131441;1.2211560089143;0.0763222505571439;0;0;0;12.6578351121482;0.362365512684382;0.0319712557316164;1.67034264728304;4.90385336301856;0.340618392034232;2.22705654763458;6.36165428895951;"N";0.340618392034232;"N";-0.0235752416508431;0.0447628583550584;NA;NA;NA;NA;"I_to_A";12.842298308132;173.646707432132;13.5214665837637;6.87116606565555;4.8918631495485;0.711940753986388;24.6843717731351;1.92211481004957;0.142152835133846;12.0265366609868;1.55974929736519;0.11018157940223;0.340618392034232;0.0286277637110793;0.00252580756885767;0.18769232184648;"IN";1.55005009022765;1.5081781594221;1.86390834370715;0;11.4976704020827;0.115961534711858;0;0.884038465288142;13.0058485615048;1.72727272727273;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.72727272727273;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
"400019";2.61799211049106;0.392698816573704;0.0392698816573657;9.76428561756105;1.22053570219513;0.0762834813871957;0;0;0;12.4792364072706;0.359216261402697;0.0317240661850713;1.74104819938499;4.90178567397589;0.355186520828196;2.19368217555854;6.00938482626178;"N";0.355186520828196;"N";-0.0227361831936654;0.0460256621586732;NA;NA;NA;NA;"I_to_A";12.6043774502503;168.807360811269;13.3927567210324;6.69490264362257;4.92398562409306;0.735482782379748;24.8615141353227;1.97245078017153;0.147277429229633;12.3822777280521;1.61323451876884;0.115553363044561;0.355186520828196;0.0287851155054177;0.00254214802490547;0.211430575859237;"IN";1.8738133699524;1.82322017998983;2.25618353834011;0;11.4869844856247;0.136979124348097;0;0.863020875651903;13.3102046656145;1.81818181818182;5;25;0.002;0.02;1;TRUE;0.1;0.1;0.24;0.25;0.2;0.2;0.0078125;0.0078125;0.125;0.125;0.5;0.4;0.4;0.83;0.5;0.1;0.15;0.015;1.81818181818182;5;25;1;1;2;0.002;0.02;FALSE;1;FALSE;0.1;0.1;0.1
